"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/15/2012 8:06:38 AM","C2","140","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/15/2012 8:06:40 AM","91","140","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/15/2012 8:06:40 AM","92","140","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:29:12 PM","03","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:29:14 PM","04","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:24 PM","A1","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:25 PM","A2","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:25 PM","A3","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:25 PM","A4","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:29 PM","81","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:29 PM","82","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:29 PM","83","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","4/27/2012 5:30:29 PM","84","160","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","4/23/2012 6:14:32 PM","A1","100","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","4/23/2012 6:14:35 PM","A2","100","","","1"
"3D9.1C2D4C4B41","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","4/23/2012 6:14:40 PM","A4","100","","","1"
"3D9.1C2D4C4D3B","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/8/2011 8:35:00 AM","NA","0","LEMHIR","9/8/2011 8:49:00 AM","1"
"3D9.1C2D4C537A","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/5/2011 6:47:00 AM","NA","0","LEMHIR","9/5/2011 7:36:00 AM","1"
"3D9.1C2D4C56E9","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/5/2011 6:47:00 AM","NA","0","LEMHIR","9/5/2011 7:36:00 AM","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/10/2011 7:46:00 AM","NA","0","LEMHIR","9/10/2011 8:03:00 AM","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:35:25 AM","01","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:35:28 AM","02","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:35:31 AM","03","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:35:33 AM","04","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:53 AM","A1","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:53 AM","A2","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:54 AM","A3","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:54 AM","A4","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:57 AM","81","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:57 AM","82","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:58 AM","83","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/2/2012 11:36:58 AM","84","160","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","4/25/2012 8:14:51 PM","01","150","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","4/25/2012 8:14:52 PM","02","150","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","4/25/2012 8:14:56 PM","04","150","","","1"
"3D9.1C2D4C5866","Chinook","Wild Fish or Natural Production","Recovery","Avian Colony","ESANIS","10/14/2014 12:00:00 AM","NA","0","","","1"
"3D9.1C2D4C9643","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/7/2011 8:18:00 AM","NA","0","LEMHIR","9/7/2011 8:53:00 AM","1"
"3D9.1C2D4D1F24","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/19/2011 6:13:00 AM","NA","0","LEMHIR","8/19/2011 6:18:00 AM","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","9/7/2011 8:18:00 AM","NA","0","LEMHIR","9/7/2011 8:53:00 AM","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/24/2012 8:02:14 PM","A1","140","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/24/2012 8:02:15 PM","A2","140","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/24/2012 8:02:21 PM","11","140","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/24/2012 8:02:21 PM","12","140","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/24/2012 8:02:28 PM","82","140","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:29:19 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:30:19 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:31:19 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:33:19 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:40:03 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:47:41 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:49:41 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:52:06 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 9:55:21 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 10:00:30 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 10:02:48 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 11:08:22 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 11:47:39 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/13/2011 11:55:09 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 12:31:00 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 12:33:43 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 12:39:42 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 1:01:52 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 1:12:46 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 2:28:20 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 2:43:35 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:27:57 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:29:05 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:30:08 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:31:35 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:35:02 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:36:24 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:37:42 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:39:42 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:40:42 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:50:26 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 3:53:54 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:01:09 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:03:47 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:05:01 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:06:01 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:07:06 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:08:15 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:09:15 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:10:16 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:11:30 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:14:01 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:39:12 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:41:49 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:43:00 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:45:01 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:48:53 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:51:09 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:53:25 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:54:27 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:55:27 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:56:45 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:57:45 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 4:58:46 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:02:09 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:03:10 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:04:10 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:05:21 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:06:21 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:07:23 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:11:01 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:13:15 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:32:17 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:34:12 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:48:23 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:49:23 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:49:48 AM","A2","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:51:09 AM","A2","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:51:27 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:53:09 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:54:09 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:55:13 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 5:56:15 AM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:24:41 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:25:53 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:27:28 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:28:47 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:34:11 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:35:21 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:36:34 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:44:07 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:45:07 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:46:20 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:50:36 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 7:52:54 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 8:20:45 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 8:22:07 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 9:59:15 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:01:49 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:11:44 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:15:02 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:17:27 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:19:39 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:23:28 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:24:33 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:26:57 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:30:50 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:34:08 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:35:51 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:37:02 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:38:15 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:41:36 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:45:19 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:48:33 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 10:58:33 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 11:11:47 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 11:13:02 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 11:15:23 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 11:17:26 PM","A1","110","","","1"
"3D9.1C2D4D2C66","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/14/2011 11:25:53 PM","A1","110","","","1"
